Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
3,RDF10405,Biomolecular and medicinal chemistry,Exclusion(s),,applications of biomolecular and medical chemistry in veterinary pharmacology (See RDF4030109 Veterinary pharmacology),
3,RDF10405,Biomolecular and medicinal chemistry,Exclusion(s),,biochemistry other than medical biochemistry or biomolecular chemistry (See RDF10601 Biochemistry),
3,RDF10405,Biomolecular and medicinal chemistry,Exclusion(s),,biomolecular and medical chemistry associated with clinical sciences (See RDF30202 Clinical sciences),
3,RDF10405,Biomolecular and medicinal chemistry,Exclusion(s),,food chemistry (See RDF4040201 Food chemistry (including fermentation)),
3,RDF10405,Biomolecular and medicinal chemistry,Exclusion(s),,pharmacology and pharmaceutical sciences for human use (including toxicology) (See RDF30105 Pharmacology and pharmaceutical sciences (except clinical aspects)),
4,RDF1040506,Proteins and peptides,Exclusion(s),,environmental molecular engineering of proteins (See RDF2090106 Environmental molecular engineering of nucleic acids and proteins),
4,RDF1040506,Proteins and peptides,Exclusion(s),,industrial molecular engineering of proteins (See RDF2100106 Industrial molecular engineering of nucleic acids and proteins),
4,RDF1040506,Proteins and peptides,Exclusion(s),,medical molecular engineering of proteins (See RDF3040103 Medical molecular engineering of nucleic acids and proteins),
4,RDF1040506,Proteins and peptides,Exclusion(s),,protein and gene networks (See RDF1060110 Protein and gene networks),
3,RDF10406,Physical chemistry (including structural),Exclusion(s),,"applications of physical chemistry in biochemistry, other than medical biochemistry or biomolecular chemistry (See RDF10601 Biochemistry)",
3,RDF10406,Physical chemistry (including structural),Exclusion(s),,physical organic chemistry (See RDF1040305 Physical organic chemistry),
3,RDF10407,Computational and theoretical chemistry,Exclusion(s),,catalytic process engineering (See RDF2050102 Catalytic process engineering),
3,RDF10407,Computational and theoretical chemistry,Exclusion(s),,physical organic chemistry (See RDF1040305 Physical organic chemistry),
3,RDF10407,Computational and theoretical chemistry,Exclusion(s),,theoretical and computational chemistry associated with biocatalysis and enzyme technology (See RDF2100101 Biocatalysis and enzyme technology),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,agricultural hydrology (See RDF4040111 Agricultural hydrology),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,basic ecological research (ecology) (See RDF10603 Ecology (except applications)),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,carbon capture engineering (See RDF2050101 Carbon capture engineering),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,chemical aspects of crystallography (See RDF1040612 Chemical applications of crystallography),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environment and natural resource economics (See RDF5020111 Environment and natural resources economics),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environment policy (See RDF5060212 Environmental policy),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environmental biotechnology (See RDF20901 Environmental biotechnology),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environmental chemistry other than atmospheric chemistry (See RDF1040108 Environmental chemistry (except atmospheric chemistry)),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environmental engineering (See RDF20801 Environmental engineering),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environmental nanotechnology (See RDF2110101 Environmental nanotechnology),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,environmental sociology (See RDF5040102 Environmental sociology),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,history and philosophy of earth and related environmental sciences (See RDF6030307 History and philosophy of science (including non-historical philosophy of science)),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,materials engineering (See RDF20601 Materials engineering),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,"mesospheric, ionospheric and magnetospheric physics (See RDF1030107 Mesospheric, ionospheric and magnetospheric physics)",
2,RDF105,Earth and related environmental sciences,Exclusion(s),,planetary science (except extraterrestrial geology) (See RDF1030108 Planetary science (except planetary geology)),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,social and economic geography (See RDF507 Social and economic geography),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,solid state chemistry (See RDF1040205 Solid state chemistry),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,wastewater treatment (See RDF2080105 Wastewater treatment (including water treatment processes)),
2,RDF105,Earth and related environmental sciences,Exclusion(s),,water treatment (See RDF2080105 Wastewater treatment (including water treatment processes)),
3,RDF10501,Atmospheric sciences,Exclusion(s),,astronomical and space sciences (See RDF10301 Astronomical and space sciences),
3,RDF10501,Atmospheric sciences,Exclusion(s),,carbon sequestration science (See RDF1051108 Carbon sequestration science),
3,RDF10501,Atmospheric sciences,Exclusion(s),,environmental chemistry other than atmospheric chemistry (See RDF1040108 Environmental chemistry (except atmospheric chemistry)),
3,RDF10501,Atmospheric sciences,Exclusion(s),,environmental monitoring (See RDF1050606 Environmental monitoring),
3,RDF10501,Atmospheric sciences,Exclusion(s),,palaeoclimatology (See RDF1050604 Paleo-environmental sciences),
4,RDF1050105,Meteorology and weather,Exclusion(s),,climate change processes and impacts other than ecological and evolutionary impacts (See RDF1050108 Climate change impacts and adaptation),
4,RDF1050108,Climate change impacts and adaptation,Exclusion(s),,ecological impacts of climate change (See RDF1060401 Ecological impacts of climate change),
4,RDF1050108,Climate change impacts and adaptation,Exclusion(s),,evolutionary impacts of climate change (See RDF1060506 Evolutionary impacts of climate change),
4,RDF1050109,Atmospheric pollution and air quality,Exclusion(s),,environmental microbiology (See RDF1060709 Environmental microbiology (including air microbiology)),
3,RDF10502,Geochemistry,Exclusion(s),,astrochemistry (See RDF1030111 Astrochemistry),
3,RDF10503,Geology,Exclusion(s),,basic ecological research (ecology) (See RDF10603 Ecology (except applications)),
3,RDF10503,Geology,Exclusion(s),,chemical aspects of crystallography (See RDF1040612 Chemical applications of crystallography),
3,RDF10503,Geology,Exclusion(s),,marine geology (See RDF1050504 Marine geology),
3,RDF10503,Geology,Exclusion(s),,materials engineering (See RDF20601 Materials engineering),
3,RDF10503,Geology,Exclusion(s),,mineral processing and metallurgy (See RDF20602 Resources engineering and extractive metallurgy),
3,RDF10503,Geology,Exclusion(s),,mining engineering (See RDF2010499 Mining engineering),
3,RDF10503,Geology,Exclusion(s),,oceanography (See RDF10505 Oceanography),
3,RDF10503,Geology,Exclusion(s),,palaeoclimatology (See RDF1050604 Paleo-environmental sciences),
3,RDF10503,Geology,Exclusion(s),,"planetary science (except planetary geology) (See RDF1030107 Mesospheric, ionospheric and magnetospheric physics)",
3,RDF10503,Geology,Exclusion(s),,solid state chemistry (See RDF1040205 Solid state chemistry),
4,RDF1050304,Metamorphic petrology,Exclusion(s),,chemicals aspects of crystallography (See RDF1040612 Chemical applications of crystallography),
4,RDF1050304,Metamorphic petrology,Exclusion(s),,soil mineralogy (See RDF1051109 Soil mineralogy and micromorphology),
4,RDF1050307,Mineralogy and crystallography (except soil mineralogy and chemicals aspects of crystallography),Exclusion(s),,chemical aspects of crystallography (See RDF1040612 Chemical applications of crystallography),
4,RDF1050315,Paleobiology,Exclusion(s),,basic ecological research (ecology) (See RDF10603 Ecology (except applications)),
4,RDF1050315,Paleobiology,Exclusion(s),,plant biology (See RDF10609 Plant biology),
3,RDF10504,Geophysics,Exclusion(s),,mineral processing and metallurgy (See RDF20602 Resources engineering and extractive metallurgy),
3,RDF10504,Geophysics,Exclusion(s),,mining engineering (See RDF2010499 Mining engineering),
3,RDF10505,Oceanography,Exclusion(s),,estuarine and freshwater ecology (See RDF1060304 Estuarine and freshwater ecology),
3,RDF10505,Oceanography,Exclusion(s),,marine ecology (See RDF1060305 Marine ecology (including marine ichthyology)),
3,RDF10506,Environmental geoscience,Exclusion(s),,atmospheric sciences (See RDF10501 Atmospheric sciences),
4,RDF1050604,Paleo-environmental sciences,Exclusion(s),,magnetism and paleomagnetism (See RDF1050406 Magnetism and paleomagnetism),
4,RDF1050604,Paleo-environmental sciences,Exclusion(s),,paleoceanography (See RDF1050507 Paleoceanography),
4,RDF1050604,Paleo-environmental sciences,Exclusion(s),,paleoecology (See RDF1060306 Paleoecology),
4,RDF1050607,Geomatics sciences (except geomatic engineering),Exclusion(s),,geomatics engineering (See RDF20802 Geomatics engineering),
4,RDF1050607,Geomatics sciences (except geomatic engineering),Exclusion(s),,geomatics associated with earth systems observations (See RDF10509 Geomatics and earth systems observations),
3,RDF10507,Hydrology,Exclusion(s),,ecological applications of basic ecological research (See RDF10604 Ecological applications),
3,RDF10508,Cryosphere processes,Exclusion(s),,environment policy (See RDF5060212 Environmental policy),
3,RDF10508,Cryosphere processes,Exclusion(s),,environmental management sciences associated with ecological applications (See RDF10604 Ecological applications),
3,RDF10508,Cryosphere processes,Exclusion(s),,management of forests for forestry production (See RDF40104 Forestry sciences),
3,RDF10508,Cryosphere processes,Exclusion(s),,"management of land for agricultural production, other than forestry production (See RDF40101 Agriculture, land and farm management)",
